Date,Country/Region,value
2020-02-14,Albania,0.0
2020-02-15,Albania,0.0
2020-02-16,Albania,0.0
2020-02-17,Albania,0.0
2020-02-18,Albania,0.0
2020-02-19,Albania,0.0
2020-02-20,Albania,0.0
2020-02-21,Albania,0.0
2020-02-22,Albania,0.0
2020-02-23,Albania,0.0
2020-02-24,Albania,0.0
2020-02-25,Albania,0.0
2020-02-26,Albania,0.0
2020-02-27,Albania,0.0
2020-02-28,Albania,0.0
2020-02-29,Albania,0.0
2020-03-01,Albania,0.0
2020-03-02,Albania,0.0
2020-03-03,Albania,0.0
2020-03-04,Albania,0.0
2020-03-05,Albania,0.0
2020-03-06,Albania,0.0
2020-03-07,Albania,0.0
2020-03-08,Albania,0.0
2020-03-09,Albania,0.0
2020-03-10,Albania,0.0
2020-03-11,Albania,0.07
2020-03-12,Albania,0.07
2020-03-13,Albania,0.07
2020-03-14,Albania,0.07
2020-03-15,Albania,0.07
2020-03-16,Albania,0.07
2020-03-17,Albania,0.07
2020-03-18,Albania,0.14
2020-03-19,Albania,0.14
2020-03-20,Albania,0.14
2020-03-21,Albania,0.14
2020-03-22,Albania,0.14
2020-03-23,Albania,0.29
2020-03-24,Albania,0.36
2020-03-25,Albania,0.29
2020-03-26,Albania,0.36
2020-03-27,Albania,0.5
2020-03-28,Albania,0.64
2020-03-29,Albania,0.64
2020-03-30,Albania,0.71
2020-03-31,Albania,1.0
2020-04-01,Albania,0.93
2020-04-02,Albania,1.0
2020-04-03,Albania,1.07
2020-04-04,Albania,1.29
2020-04-05,Albania,1.29
2020-04-06,Albania,1.21
2020-04-07,Albania,1.21
2020-04-08,Albania,1.21
2020-04-09,Albania,1.21
2020-04-10,Albania,1.07
2020-04-11,Albania,0.93
2020-04-12,Albania,0.93
2020-04-13,Albania,0.86
2020-04-14,Albania,0.64
2020-04-15,Albania,0.71
2020-04-16,Albania,0.71
2020-04-17,Albania,0.64
2020-04-18,Albania,0.43
2020-04-19,Albania,0.43
2020-04-20,Albania,0.36
2020-04-21,Albania,0.29
2020-04-22,Albania,0.36
2020-04-23,Albania,0.29
2020-04-24,Albania,0.29
2020-04-25,Albania,0.29
2020-04-26,Albania,0.36
2020-04-27,Albania,0.36
2020-04-28,Albania,0.43
2020-04-29,Albania,0.36
2020-04-30,Albania,0.36
2020-05-01,Albania,0.36
2020-05-02,Albania,0.36
2020-05-03,Albania,0.36
2020-05-04,Albania,0.36
2020-05-05,Albania,0.36
2020-05-06,Albania,0.29
2020-05-07,Albania,0.29
2020-05-08,Albania,0.29
2020-05-09,Albania,0.29
2020-05-10,Albania,0.21
2020-05-11,Albania,0.21
2020-05-12,Albania,0.07
2020-05-13,Albania,0.07
2020-05-14,Albania,0.0
2020-05-15,Albania,0.0
2020-05-16,Albania,0.0
2020-05-17,Albania,0.0
2020-05-18,Albania,0.0
2020-05-19,Albania,0.0
2020-05-20,Albania,0.0
2020-05-21,Albania,0.0
2020-05-22,Albania,0.0
2020-05-23,Albania,0.0
2020-05-24,Albania,0.07
2020-05-25,Albania,0.07
2020-05-26,Albania,0.14
2020-05-27,Albania,0.14
2020-05-28,Albania,0.14
2020-05-29,Albania,0.14
2020-05-30,Albania,0.14
2020-05-31,Albania,0.14
2020-06-01,Albania,0.14
2020-06-02,Albania,0.14
2020-06-03,Albania,0.14
2020-06-04,Albania,0.14
2020-06-05,Albania,0.14
2020-06-06,Albania,0.21
2020-06-07,Albania,0.14
2020-06-08,Albania,0.14
2020-06-09,Albania,0.07
2020-06-10,Albania,0.07
2020-06-11,Albania,0.14
2020-06-12,Albania,0.21
2020-06-13,Albania,0.21
2020-06-14,Albania,0.21
2020-06-15,Albania,0.21
2020-06-16,Albania,0.29
2020-06-17,Albania,0.36
2020-06-18,Albania,0.43
2020-06-19,Albania,0.64
2020-06-20,Albania,0.64
2020-06-21,Albania,0.71
2020-06-22,Albania,0.71
2020-06-23,Albania,0.79
2020-06-24,Albania,0.93
2020-06-25,Albania,1.0
2020-06-26,Albania,1.07
2020-06-27,Albania,1.21
2020-06-28,Albania,1.36
2020-06-29,Albania,1.57
2020-06-30,Albania,1.79
2020-07-01,Albania,1.93
2020-07-02,Albania,2.14
2020-07-03,Albania,2.14
2020-07-04,Albania,2.21
2020-07-05,Albania,2.29
2020-07-06,Albania,2.5
2020-07-07,Albania,2.57
2020-07-08,Albania,2.57
2020-07-09,Albania,2.43
2020-07-10,Albania,2.43
2020-07-11,Albania,2.57
2020-07-12,Albania,2.71
2020-07-13,Albania,2.64
2020-07-14,Albania,2.5
2020-07-15,Albania,2.57
2020-07-16,Albania,2.5
2020-07-17,Albania,2.5
2020-07-18,Albania,2.64
2020-07-19,Albania,2.57
2020-07-20,Albania,2.43
2020-07-21,Albania,2.57
2020-07-22,Albania,2.64
2020-07-23,Albania,2.86
2020-07-24,Albania,3.07
2020-07-25,Albania,3.21
2020-07-26,Albania,3.21
2020-07-27,Albania,3.5
2020-01-22,Algeria,0.0
2020-01-23,Algeria,0.0
2020-01-24,Algeria,0.0
2020-01-25,Algeria,0.0
2020-01-26,Algeria,0.0
2020-01-27,Algeria,0.0
2020-01-28,Algeria,0.0
2020-01-29,Algeria,0.0
2020-01-30,Algeria,0.0
2020-01-31,Algeria,0.0
2020-02-01,Algeria,0.0
2020-02-02,Algeria,0.0
2020-02-03,Algeria,0.0
2020-02-04,Algeria,0.0
2020-02-05,Algeria,0.0
2020-02-06,Algeria,0.0
2020-02-07,Algeria,0.0
2020-02-08,Algeria,0.0
2020-02-09,Algeria,0.0
2020-02-10,Algeria,0.0
2020-02-11,Algeria,0.0
2020-02-12,Algeria,0.0
2020-02-13,Algeria,0.0
2020-02-14,Algeria,0.0
2020-02-15,Algeria,0.0
2020-02-16,Algeria,0.0
2020-02-17,Algeria,0.0
2020-02-18,Algeria,0.0
2020-02-19,Algeria,0.0
2020-02-20,Algeria,0.0
2020-02-21,Algeria,0.0
2020-02-22,Algeria,0.0
2020-02-23,Algeria,0.0
2020-02-24,Algeria,0.0
2020-02-25,Algeria,0.0
2020-02-26,Algeria,0.0
2020-02-27,Algeria,0.0
2020-02-28,Algeria,0.0
2020-02-29,Algeria,0.0
2020-03-01,Algeria,0.0
2020-03-02,Algeria,0.0
2020-03-03,Algeria,0.0
2020-03-04,Algeria,0.0
2020-03-05,Algeria,0.0
2020-03-06,Algeria,0.0
2020-03-07,Algeria,0.0
2020-03-08,Algeria,0.0
2020-03-09,Algeria,0.0
2020-03-10,Algeria,0.0
2020-03-11,Algeria,0.0
2020-03-12,Algeria,0.07
2020-03-13,Algeria,0.14
2020-03-14,Algeria,0.21
2020-03-15,Algeria,0.29
2020-03-16,Algeria,0.29
2020-03-17,Algeria,0.29
2020-03-18,Algeria,0.5
2020-03-19,Algeria,0.64
2020-03-20,Algeria,0.79
2020-03-21,Algeria,1.07
2020-03-22,Algeria,1.21
2020-03-23,Algeria,1.21
2020-03-24,Algeria,1.36
2020-03-25,Algeria,1.5
2020-03-26,Algeria,1.71
2020-03-27,Algeria,1.71
2020-03-28,Algeria,1.86
2020-03-29,Algeria,1.93
2020-03-30,Algeria,2.21
2020-03-31,Algeria,2.86
2020-04-01,Algeria,3.64
2020-04-02,Algeria,5.5
2020-04-03,Algeria,6.71
2020-04-04,Algeria,8.21
2020-04-05,Algeria,9.64
2020-04-06,Algeria,11.14
2020-04-07,Algeria,12.43
2020-04-08,Algeria,13.14
2020-04-09,Algeria,15.0
2020-04-10,Algeria,16.43
2020-04-11,Algeria,17.57
2020-04-12,Algeria,18.71
2020-04-13,Algeria,19.86
2020-04-14,Algeria,20.14
2020-04-15,Algeria,19.86
2020-04-16,Algeria,18.71
2020-04-17,Algeria,18.5
2020-04-18,Algeria,16.93
2020-04-19,Algeria,15.93
2020-04-20,Algeria,15.07
2020-04-21,Algeria,14.21
2020-04-22,Algeria,14.07
2020-04-23,Algeria,12.29
2020-04-24,Algeria,11.36
2020-04-25,Algeria,10.29
2020-04-26,Algeria,9.43
2020-04-27,Algeria,8.5
2020-04-28,Algeria,7.93
2020-04-29,Algeria,7.71
2020-04-30,Algeria,7.29
2020-05-01,Algeria,6.36
2020-05-02,Algeria,6.57
2020-05-03,Algeria,6.29
2020-05-04,Algeria,5.79
2020-05-05,Algeria,5.57
2020-05-06,Algeria,5.29
2020-05-07,Algeria,5.43
2020-05-08,Algeria,5.21
2020-05-09,Algeria,5.36
2020-05-10,Algeria,5.5
2020-05-11,Algeria,5.36
2020-05-12,Algeria,5.57
2020-05-13,Algeria,5.57
2020-05-14,Algeria,5.64
2020-05-15,Algeria,5.93
2020-05-16,Algeria,5.93
2020-05-17,Algeria,6.07
2020-05-18,Algeria,6.43
2020-05-19,Algeria,6.5
2020-05-20,Algeria,6.57
2020-05-21,Algeria,6.57
2020-05-22,Algeria,6.71
2020-05-23,Algeria,7.0
2020-05-24,Algeria,7.0
2020-05-25,Algeria,7.29
2020-05-26,Algeria,7.29
2020-05-27,Algeria,7.21
2020-05-28,Algeria,7.21
2020-05-29,Algeria,7.29
2020-05-30,Algeria,7.43
2020-05-31,Algeria,7.5
2020-06-01,Algeria,7.57
2020-06-02,Algeria,7.57
2020-06-03,Algeria,7.5
2020-06-04,Algeria,7.57
2020-06-05,Algeria,7.71
2020-06-06,Algeria,7.57
2020-06-07,Algeria,7.64
2020-06-08,Algeria,7.57
2020-06-09,Algeria,7.64
2020-06-10,Algeria,7.79
2020-06-11,Algeria,7.93
2020-06-12,Algeria,8.07
2020-06-13,Algeria,8.14
2020-06-14,Algeria,8.14
2020-06-15,Algeria,8.29
2020-06-16,Algeria,8.64
2020-06-17,Algeria,9.0
2020-06-18,Algeria,9.29
2020-06-19,Algeria,9.64
2020-06-20,Algeria,9.93
2020-06-21,Algeria,9.86
2020-06-22,Algeria,9.79
2020-06-23,Algeria,9.79
2020-06-24,Algeria,9.79
2020-06-25,Algeria,9.79
2020-06-26,Algeria,9.57
2020-06-27,Algeria,9.43
2020-06-28,Algeria,9.29
2020-06-29,Algeria,9.14
2020-06-30,Algeria,8.86
2020-07-01,Algeria,8.64
2020-07-02,Algeria,8.36
2020-07-03,Algeria,8.0
2020-07-04,Algeria,7.79
2020-07-05,Algeria,7.64
2020-07-06,Algeria,7.64
2020-07-07,Algeria,7.64
2020-07-08,Algeria,7.79
2020-07-09,Algeria,7.86
2020-07-10,Algeria,7.93
2020-07-11,Algeria,8.0
2020-07-12,Algeria,8.14
2020-07-13,Algeria,8.07
2020-07-14,Algeria,8.29
2020-07-15,Algeria,8.57
2020-07-16,Algeria,8.86
2020-07-17,Algeria,8.57
2020-07-18,Algeria,8.71
2020-07-19,Algeria,9.0
2020-07-20,Algeria,9.14
2020-07-21,Algeria,9.43
2020-07-22,Algeria,9.5
2020-07-23,Algeria,9.71
2020-07-24,Algeria,10.0
2020-07-25,Algeria,10.14
2020-07-26,Algeria,10.29
2020-07-27,Algeria,10.36
2020-01-22,Andorra,0.0
2020-01-23,Andorra,0.0
2020-01-24,Andorra,0.0
2020-01-25,Andorra,0.0
2020-01-26,Andorra,0.0
2020-01-27,Andorra,0.0
2020-01-28,Andorra,0.0
2020-01-29,Andorra,0.0
2020-01-30,Andorra,0.0
2020-01-31,Andorra,0.0
2020-02-01,Andorra,0.0
2020-02-02,Andorra,0.0
2020-02-03,Andorra,0.0
2020-02-04,Andorra,0.0
2020-02-05,Andorra,0.0
2020-02-06,Andorra,0.0
2020-02-07,Andorra,0.0
2020-02-08,Andorra,0.0
2020-02-09,Andorra,0.0
2020-02-10,Andorra,0.0
2020-02-11,Andorra,0.0
2020-02-12,Andorra,0.0
2020-02-13,Andorra,0.0
2020-02-14,Andorra,0.0
2020-02-15,Andorra,0.0
2020-02-16,Andorra,0.0
2020-02-17,Andorra,0.0
2020-02-18,Andorra,0.0
2020-02-19,Andorra,0.0
2020-02-20,Andorra,0.0
2020-02-21,Andorra,0.0
2020-02-22,Andorra,0.0
2020-02-23,Andorra,0.0
2020-02-24,Andorra,0.0
2020-02-25,Andorra,0.0
2020-02-26,Andorra,0.0
2020-02-27,Andorra,0.0
2020-02-28,Andorra,0.0
2020-02-29,Andorra,0.0
2020-03-01,Andorra,0.0
2020-03-02,Andorra,0.0
2020-03-03,Andorra,0.0
2020-03-04,Andorra,0.0
2020-03-05,Andorra,0.0
2020-03-06,Andorra,0.0
2020-03-07,Andorra,0.0
2020-03-08,Andorra,0.0
2020-03-09,Andorra,0.0
2020-03-10,Andorra,0.0
2020-03-11,Andorra,0.0
2020-03-12,Andorra,0.0
2020-03-13,Andorra,0.0
2020-03-14,Andorra,0.0
2020-03-15,Andorra,0.0
2020-03-16,Andorra,0.0
2020-03-17,Andorra,0.0
2020-03-18,Andorra,0.0
2020-03-19,Andorra,0.0
2020-03-20,Andorra,0.0
2020-03-21,Andorra,0.0
2020-03-22,Andorra,0.07
2020-03-23,Andorra,0.07
2020-03-24,Andorra,0.07
2020-03-25,Andorra,0.07
2020-03-26,Andorra,0.21
2020-03-27,Andorra,0.21
2020-03-28,Andorra,0.21
2020-03-29,Andorra,0.43
2020-03-30,Andorra,0.57
2020-03-31,Andorra,0.86
2020-04-01,Andorra,1.0
2020-04-02,Andorra,1.07
2020-04-03,Andorra,1.14
2020-04-04,Andorra,1.21
2020-04-05,Andorra,1.21
2020-04-06,Andorra,1.43
2020-04-07,Andorra,1.5
2020-04-08,Andorra,1.57
2020-04-09,Andorra,1.57
2020-04-10,Andorra,1.64
2020-04-11,Andorra,1.64
2020-04-12,Andorra,1.64
2020-04-13,Andorra,1.5
2020-04-14,Andorra,1.36
2020-04-15,Andorra,1.36
2020-04-16,Andorra,1.29
2020-04-17,Andorra,1.36
2020-04-18,Andorra,1.29
2020-04-19,Andorra,1.29
2020-04-20,Andorra,1.14
2020-04-21,Andorra,1.07
2020-04-22,Andorra,1.0
2020-04-23,Andorra,0.86
2020-04-24,Andorra,1.0
2020-04-25,Andorra,1.0
2020-04-26,Andorra,0.79
2020-04-27,Andorra,0.79
2020-04-28,Andorra,0.71
2020-04-29,Andorra,0.64
2020-04-30,Andorra,0.64
2020-05-01,Andorra,0.57
2020-05-02,Andorra,0.64
2020-05-03,Andorra,0.64
2020-05-04,Andorra,0.57
2020-05-05,Andorra,0.64
2020-05-06,Andorra,0.64
2020-05-07,Andorra,0.71
2020-05-08,Andorra,0.5
2020-05-09,Andorra,0.57
2020-05-10,Andorra,0.57
2020-05-11,Andorra,0.57
2020-05-12,Andorra,0.5
2020-05-13,Andorra,0.5
2020-05-14,Andorra,0.5
2020-05-15,Andorra,0.43
2020-05-16,Andorra,0.5
2020-05-17,Andorra,0.43
2020-05-18,Andorra,0.43
2020-05-19,Andorra,0.36
2020-05-20,Andorra,0.36
2020-05-21,Andorra,0.29
2020-05-22,Andorra,0.29
2020-05-23,Andorra,0.21
2020-05-24,Andorra,0.21
2020-05-25,Andorra,0.21
2020-05-26,Andorra,0.21
2020-05-27,Andorra,0.14
2020-05-28,Andorra,0.14
2020-05-29,Andorra,0.14
2020-05-30,Andorra,0.0
2020-05-31,Andorra,0.0
2020-06-01,Andorra,0.0
2020-06-02,Andorra,0.0
2020-06-03,Andorra,0.0
2020-06-04,Andorra,0.0
2020-06-05,Andorra,0.0
2020-06-06,Andorra,0.0
2020-06-07,Andorra,0.0
2020-06-08,Andorra,0.0
2020-06-09,Andorra,0.0
2020-06-10,Andorra,0.0
2020-06-11,Andorra,0.0
2020-06-12,Andorra,0.0
2020-06-13,Andorra,0.0
2020-06-14,Andorra,0.0
2020-06-15,Andorra,0.0
2020-06-16,Andorra,0.07
2020-06-17,Andorra,0.07
2020-06-18,Andorra,0.07
2020-06-19,Andorra,0.07
2020-06-20,Andorra,0.07
2020-06-21,Andorra,0.07
2020-06-22,Andorra,0.07
2020-06-23,Andorra,0.07
2020-06-24,Andorra,0.07
2020-06-25,Andorra,0.07
2020-06-26,Andorra,0.07
2020-06-27,Andorra,0.07
2020-06-28,Andorra,0.07
2020-06-29,Andorra,0.07
2020-06-30,Andorra,0.0
2020-07-01,Andorra,0.0
2020-07-02,Andorra,0.0
2020-07-03,Andorra,0.0
2020-07-04,Andorra,0.0
2020-07-05,Andorra,0.0
2020-07-06,Andorra,0.0
2020-07-07,Andorra,0.0
2020-07-08,Andorra,0.0
2020-07-09,Andorra,0.0
2020-07-10,Andorra,0.0
2020-07-11,Andorra,0.0
2020-07-12,Andorra,0.0
2020-07-13,Andorra,0.0
2020-07-14,Andorra,0.0
2020-07-15,Andorra,0.0
2020-07-16,Andorra,0.0
2020-07-17,Andorra,0.0
2020-07-18,Andorra,0.0
2020-07-19,Andorra,0.0
2020-07-20,Andorra,0.0
2020-07-21,Andorra,0.0
2020-07-22,Andorra,0.0
2020-07-23,Andorra,0.0
2020-07-24,Andorra,0.0
2020-07-25,Andorra,0.0
2020-07-26,Andorra,0.0
2020-07-27,Andorra,0.0
2020-01-22,Angola,0.0
2020-01-23,Angola,0.0
2020-01-24,Angola,0.0
2020-01-25,Angola,0.0
2020-01-26,Angola,0.0
2020-01-27,Angola,0.0
2020-01-28,Angola,0.0
2020-01-29,Angola,0.0
2020-01-30,Angola,0.0
2020-01-31,Angola,0.0
2020-02-01,Angola,0.0
2020-02-02,Angola,0.0
2020-02-03,Angola,0.0
2020-02-04,Angola,0.0
2020-02-05,Angola,0.0
2020-02-06,Angola,0.0
2020-02-07,Angola,0.0
2020-02-08,Angola,0.0
2020-02-09,Angola,0.0
2020-02-10,Angola,0.0
2020-02-11,Angola,0.0
2020-02-12,Angola,0.0
2020-02-13,Angola,0.0
2020-02-14,Angola,0.0
2020-02-15,Angola,0.0
2020-02-16,Angola,0.0
2020-02-17,Angola,0.0
2020-02-18,Angola,0.0
2020-02-19,Angola,0.0
2020-02-20,Angola,0.0
2020-02-21,Angola,0.0
2020-02-22,Angola,0.0
2020-02-23,Angola,0.0
2020-02-24,Angola,0.0
2020-02-25,Angola,0.0
2020-02-26,Angola,0.0
2020-02-27,Angola,0.0
2020-02-28,Angola,0.0
2020-02-29,Angola,0.0
2020-03-01,Angola,0.0
2020-03-02,Angola,0.0
2020-03-03,Angola,0.0
2020-03-04,Angola,0.0
2020-03-05,Angola,0.0
2020-03-06,Angola,0.0
2020-03-07,Angola,0.0
2020-03-08,Angola,0.0
2020-03-09,Angola,0.0
2020-03-10,Angola,0.0
2020-03-11,Angola,0.0
2020-03-12,Angola,0.0
2020-03-13,Angola,0.0
2020-03-14,Angola,0.0
2020-03-15,Angola,0.0
2020-03-16,Angola,0.0
2020-03-17,Angola,0.0
2020-03-18,Angola,0.0
2020-03-19,Angola,0.0
2020-03-20,Angola,0.0
2020-03-21,Angola,0.0
2020-03-22,Angola,0.0
2020-03-23,Angola,0.0
2020-03-24,Angola,0.0
2020-03-25,Angola,0.0
2020-03-26,Angola,0.0
2020-03-27,Angola,0.0
2020-03-28,Angola,0.0
2020-03-29,Angola,0.14
2020-03-30,Angola,0.14
2020-03-31,Angola,0.14
2020-04-01,Angola,0.14
2020-04-02,Angola,0.14
2020-04-03,Angola,0.14
2020-04-04,Angola,0.14
2020-04-05,Angola,0.14
2020-04-06,Angola,0.14
2020-04-07,Angola,0.14
2020-04-08,Angola,0.14
2020-04-09,Angola,0.14
2020-04-10,Angola,0.14
2020-04-11,Angola,0.14
2020-04-12,Angola,0.0
2020-04-13,Angola,0.0
2020-04-14,Angola,0.0
2020-04-15,Angola,0.0
2020-04-16,Angola,0.0
2020-04-17,Angola,0.0
2020-04-18,Angola,0.0
2020-04-19,Angola,0.0
2020-04-20,Angola,0.0
2020-04-21,Angola,0.0
2020-04-22,Angola,0.0
2020-04-23,Angola,0.0
2020-04-24,Angola,0.0
2020-04-25,Angola,0.0
2020-04-26,Angola,0.0
2020-04-27,Angola,0.0
2020-04-28,Angola,0.0
2020-04-29,Angola,0.0
2020-04-30,Angola,0.0
2020-05-01,Angola,0.0
2020-05-02,Angola,0.0
2020-05-03,Angola,0.0
2020-05-04,Angola,0.0
2020-05-05,Angola,0.0
2020-05-06,Angola,0.0
2020-05-07,Angola,0.0
2020-05-08,Angola,0.0
2020-05-09,Angola,0.0
2020-05-10,Angola,0.0
2020-05-11,Angola,0.0
2020-05-12,Angola,0.0
2020-05-13,Angola,0.0
2020-05-14,Angola,0.0
2020-05-15,Angola,0.0
2020-05-16,Angola,0.0
2020-05-17,Angola,0.0
